Category,Consumers Count,Total Expenditures,Total Authorized Services,Per Capita Expenditures,Per Capita Authorized Services,Utilized,Regional Center,Sheet Name,Title,Age Category,Total Eligible Consumers,Consumers Receiving Purchased Services,Consumers with No Purchased Services,Percent With No Purchased Services
Category 5,89.0,814225.0,1424975.0,9148.59662921349,16010.9516853933,0.5713961799,San Diego,POSxDxCombo,Diagnosis - Expanded: Total Annual Expenditures and Authorized Services ,All Ages,,,,
No Diagnosis,1447.0,3330698.0,6691946.0,2301.79576364893,4624.70355217691,0.4977174726,San Diego,POSxDxCombo,Diagnosis - Expanded: Total Annual Expenditures and Authorized Services ,All Ages,,,,
Totals Check,20957.0,82322441.0,196404955.0,174124.96258890434,361377.50186597067,11.9202392344,San Diego,POSxDxCombo,Diagnosis - Expanded: Total Annual Expenditures and Authorized Services ,All Ages,,,,
Totals,20979.0,82474447.0,196668133.0,3931.28590399923,9374.52369560039,0.4193584689,San Diego,POSxDxCombo,Diagnosis - Expanded: Total Annual Expenditures and Authorized Services ,All Ages,,,,
Autism,1311.0,26709171.0,43452643.0,20373.1281693364,33144.6555225019,0.6146731003,San Diego,POSxDxCombo,Diagnosis - Expanded: Total Annual Expenditures and Authorized Services ,For age 22 years and older,,,,
Autism & Intellectual Disability,1242.0,48168151.0,72378556.0,38782.7302898551,58275.8101207729,0.6655030657,San Diego,POSxDxCombo,Diagnosis - Expanded: Total Annual Expenditures and Authorized Services ,For age 22 years and older,,,,
"Autism & Intellectual Disability &
Cerebral Palsy",16.0,506782.0,855162.0,31673.8975,53447.648125,0.592615365,San Diego,POSxDxCombo,Diagnosis - Expanded: Total Annual Expenditures and Authorized Services ,For age 22 years and older,,,,
"Autism & Intellectual Disability &
Cerebral Palsy & Epilepsy",16.0,449950.0,801641.0,28121.8725,50102.56,0.5612861399,San Diego,POSxDxCombo,Diagnosis - Expanded: Total Annual Expenditures and Authorized Services ,For age 22 years and older,,,,
"Autism & Intellectual Disability &
Cerebral Palsy & Epilepsy & Category
5",0.0,0.0,0.0,0.0,0.0,0.0,San Diego,POSxDxCombo,Diagnosis - Expanded: Total Annual Expenditures and Authorized Services ,For age 22 years and older,,,,
"Autism & Intellectual Disability &
Cerebral Palsy & Category 5",0.0,0.0,0.0,0.0,0.0,0.0,San Diego,POSxDxCombo,Diagnosis - Expanded: Total Annual Expenditures and Authorized Services ,For age 22 years and older,,,,
"Autism & Intellectual Disability &
Epilepsy & Category 5",,,,68586.136,97935.16,0.7003218864,San Diego,POSxDxCombo,Diagnosis - Expanded: Total Annual Expenditures and Authorized Services ,For age 22 years and older,,,,
"Autism & Intellectual Disability &
Epilepsy",135.0,8787012.0,12642757.0,65088.9803703704,93650.0536296296,0.695023418,San Diego,POSxDxCombo,Diagnosis - Expanded: Total Annual Expenditures and Authorized Services ,For age 22 years and older,,,,
"Autism & Intellectual Disability &
Category 5",23.0,2211147.0,2813713.0,96136.8208695652,122335.335217391,0.7858467114,San Diego,POSxDxCombo,Diagnosis - Expanded: Total Annual Expenditures and Authorized Services ,For age 22 years and older,,,,
Autism & Cerebral Palsy,16.0,365353.0,622650.0,22834.5425,38915.638125,0.5867703474,San Diego,POSxDxCombo,Diagnosis - Expanded: Total Annual Expenditures and Authorized Services ,For age 22 years and older,,,,
Autism & Cerebral Palsy & Epilepsy,,,,0.0,2467.2,0.0,San Diego,POSxDxCombo,Diagnosis - Expanded: Total Annual Expenditures and Authorized Services ,For age 22 years and older,,,,
"Autism & Cerebral Palsy & Epilepsy &
Category 5",0.0,0.0,0.0,0.0,0.0,0.0,San Diego,POSxDxCombo,Diagnosis - Expanded: Total Annual Expenditures and Authorized Services ,For age 22 years and older,,,,
Autism & Cerebral Palsy & Category 5,0.0,0.0,0.0,0.0,0.0,0.0,San Diego,POSxDxCombo,Diagnosis - Expanded: Total Annual Expenditures and Authorized Services ,For age 22 years and older,,,,
Autism & Epilepsy & Category 5,,,,64439.92,99067.51,0.6504647185,San Diego,POSxDxCombo,Diagnosis - Expanded: Total Annual Expenditures and Authorized Services ,For age 22 years and older,,,,
Autism & Epilepsy,30.0,1514233.0,1949639.0,50474.4183333333,64987.9793333333,0.7766731456,San Diego,POSxDxCombo,Diagnosis - Expanded: Total Annual Expenditures and Authorized Services ,For age 22 years and older,,,,
Autism & Category 5,54.0,1446980.0,2151328.0,26795.9288888889,39839.4075925926,0.6725985778,San Diego,POSxDxCombo,Diagnosis - Expanded: Total Annual Expenditures and Authorized Services ,For age 22 years and older,,,,
Intellectual Disability,5671.0,169450912.0,262384247.0,29880.2525674484,46267.7211955563,0.645812065,San Diego,POSxDxCombo,Diagnosis - Expanded: Total Annual Expenditures and Authorized Services ,For age 22 years and older,,,,
Intellectual Disability & Cerebral Palsy,903.0,31788574.0,0.0,35203.2936766334,0.0,0.0,San Diego,POSxDxCombo,Diagnosis - Expanded: Total Annual Expenditures and Authorized Services ,For age 22 years and older,,,,
"Intellectual Disability & Cerebral Palsy
& Epilepsy",833.0,31159815.0,48820406.0,37406.7406842738,58607.9302641058,0.6382539106,San Diego,POSxDxCombo,Diagnosis - Expanded: Total Annual Expenditures and Authorized Services ,For age 22 years and older,,,,
"Intellectual Disability & Cerebral Palsy
& Epilepsy & Category 5",42.0,1522625.0,2516226.0,36252.9702380953,59910.1471428572,0.6051223702,San Diego,POSxDxCombo,Diagnosis - Expanded: Total Annual Expenditures and Authorized Services ,For age 22 years and older,,,,
"Intellectual Disability & Cerebral Palsy
& Category 5",39.0,1281642.0,2122556.0,32862.6120512821,54424.5,0.6038201922,San Diego,POSxDxCombo,Diagnosis - Expanded: Total Annual Expenditures and Authorized Services ,For age 22 years and older,,,,
"Intellectual Disability & Epilepsy &
Category 5",90.0,4479523.0,6870788.0,49772.4808888889,76342.093,0.6519664176,San Diego,POSxDxCombo,Diagnosis - Expanded: Total Annual Expenditures and Authorized Services ,For age 22 years and older,,,,
Intellectual Disability & Epilepsy,948.0,40726210.0,60817702.0,42960.1375632912,64153.6939029537,0.6696440213,San Diego,POSxDxCombo,Diagnosis - Expanded: Total Annual Expenditures and Authorized Services ,For age 22 years and older,,,,
Intellectual Disability & Category 5,466.0,18415057.0,28396543.0,39517.2890987124,60936.7881759657,0.648496422,San Diego,POSxDxCombo,Diagnosis - Expanded: Total Annual Expenditures and Authorized Services ,For age 22 years and older,,,,
Cerebral Palsy,390.0,12700269.0,19994407.0,32564.7918974359,51267.7098205129,0.6351910786,San Diego,POSxDxCombo,Diagnosis - Expanded: Total Annual Expenditures and Authorized Services ,For age 22 years and older,,,,
Cerebral Palsy & Epilepsy,120.0,4594243.0,6926949.0,38285.35825,57724.5709166667,0.663241972,San Diego,POSxDxCombo,Diagnosis - Expanded: Total Annual Expenditures and Authorized Services ,For age 22 years and older,,,,
"Cerebral Palsy & Epilepsy & Category
5",14.0,770306.0,1156877.0,55021.8421428572,82634.09,0.665849193,San Diego,POSxDxCombo,Diagnosis - Expanded: Total Annual Expenditures and Authorized Services ,For age 22 years and older,,,,
Cerebral Palsy & Category 5,50.0,2313785.0,3211278.0,46275.6904,64225.5684,0.7205181916,San Diego,POSxDxCombo,Diagnosis - Expanded: Total Annual Expenditures and Authorized Services ,For age 22 years and older,,,,
Epilepsy & Category 5,52.0,1760074.0,2567632.0,33847.5823076923,49377.54,0.6854853909,San Diego,POSxDxCombo,Diagnosis - Expanded: Total Annual Expenditures and Authorized Services ,For age 22 years and older,,,,
Epilepsy,171.0,5349960.0,8373484.0,31286.3160818714,48967.7409356725,0.6389168764,San Diego,POSxDxCombo,Diagnosis - Expanded: Total Annual Expenditures and Authorized Services ,For age 22 years and older,,,,
Category 5,481.0,11978758.0,17935866.0,24903.8633471933,37288.7028690229,0.6678661748,San Diego,POSxDxCombo,Diagnosis - Expanded: Total Annual Expenditures and Authorized Services ,For age 22 years and older,,,,
No Diagnosis,96.0,864730.0,1583770.0,9007.60302083333,16497.6089583333,0.5459944555,San Diego,POSxDxCombo,Diagnosis - Expanded: Total Annual Expenditures and Authorized Services ,For age 22 years and older,,,,
Totals Check,13209.0,429315262.0,611346820.0,1088357.1996378582,1582795.3632478681,16.9879552077,San Diego,POSxDxCombo,Diagnosis - Expanded: Total Annual Expenditures and Authorized Services ,For age 22 years and older,,,,
Totals,13218.0,429851513.0,663172744.0,32520.1628521712,50171.9431252838,0.6481742748,San Diego,POSxDxCombo,Diagnosis - Expanded: Total Annual Expenditures and Authorized Services ,For age 22 years and older,,,,
"American Indian or Alaska
Native",128.0,87.0,41.0,32.0,,,San Diego,NoSharexEth,Ethnicity or Race: Consumers with No Purchase of Services ,All Ages,,,,
Asian,3178.0,2219.0,992.0,31.2,,,San Diego,NoSharexEth,Ethnicity or Race: Consumers with No Purchase of Services ,All Ages,,,,
Black/African American,2303.0,1688.0,623.0,27.1,,,San Diego,NoSharexEth,Ethnicity or Race: Consumers with No Purchase of Services ,All Ages,,,,
Hispanic,17235.0,12142.0,5164.0,30.0,,,San Diego,NoSharexEth,Ethnicity or Race: Consumers with No Purchase of Services ,All Ages,,,,
"Native Hawaiian or Other
Pacific Islander",141.0,92.0,49.0,34.8,,,San Diego,NoSharexEth,Ethnicity or Race: Consumers with No Purchase of Services ,All Ages,,,,
"Other Ethnicity or
Race/Multi-Cultural",8853.0,6284.0,2637.0,29.8,,,San Diego,NoSharexEth,Ethnicity or Race: Consumers with No Purchase of Services ,All Ages,,,,
White,11206.0,8498.0,2758.0,24.6,,,San Diego,NoSharexEth,Ethnicity or Race: Consumers with No Purchase of Services ,All Ages,,,,
Totals Check,43044.0,31010.0,12264.0,209.50000000000003,0.0,0.0,San Diego,NoSharexEth,Ethnicity or Race: Consumers with No Purchase of Services ,All Ages,,,,
Totals,43044.0,31010.0,12264.0,28.5,,,San Diego,NoSharexEth,Ethnicity or Race: Consumers with No Purchase of Services ,All Ages,,,,
"American Indian or Alaska
Native",18.0,15.0,,,,,San Diego,NoSharexEth,Ethnicity or Race: Consumers with No Purchase of Services ,"For birth to age 2 years, inclusive",,,,
Asian,467.0,447.0,31.0,6.6,,,San Diego,NoSharexEth,Ethnicity or Race: Consumers with No Purchase of Services ,"For birth to age 2 years, inclusive",,,,
Black/African American,310.0,295.0,15.0,4.8,,,San Diego,NoSharexEth,Ethnicity or Race: Consumers with No Purchase of Services ,"For birth to age 2 years, inclusive",,,,
Hispanic,3343.0,3130.0,228.0,6.8,,,San Diego,NoSharexEth,Ethnicity or Race: Consumers with No Purchase of Services ,"For birth to age 2 years, inclusive",,,,
"Native Hawaiian or Other
Pacific Islander",23.0,21.0,,,,,San Diego,NoSharexEth,Ethnicity or Race: Consumers with No Purchase of Services ,"For birth to age 2 years, inclusive",,,,
"Other Ethnicity or
Race/Multi-Cultural",3187.0,2838.0,373.0,11.7,,,San Diego,NoSharexEth,Ethnicity or Race: Consumers with No Purchase of Services ,"For birth to age 2 years, inclusive",,,,
White,1499.0,1391.0,118.0,7.9,,,San Diego,NoSharexEth,Ethnicity or Race: Consumers with No Purchase of Services ,"For birth to age 2 years, inclusive",,,,
Totals Check,8847.0,8137.0,765.0,37.8,0.0,0.0,San Diego,NoSharexEth,Ethnicity or Race: Consumers with No Purchase of Services ,"For birth to age 2 years, inclusive",,,,
Totals,8847.0,8137.0,770.0,8.7,,,San Diego,NoSharexEth,Ethnicity or Race: Consumers with No Purchase of Services ,"For birth to age 2 years, inclusive",,,,
"American Indian or Alaska
Native",61.0,33.0,28.0,45.9,,,San Diego,NoSharexEth,Ethnicity or Race: Consumers with No Purchase of Services ,"For age 3 years to 21 years, inclusive",,,,
Asian,1723.0,1002.0,743.0,43.1,,,San Diego,NoSharexEth,Ethnicity or Race: Consumers with No Purchase of Services ,"For age 3 years to 21 years, inclusive",,,,
Black/African American,933.0,512.0,429.0,46.0,,,San Diego,NoSharexEth,Ethnicity or Race: Consumers with No Purchase of Services ,"For age 3 years to 21 years, inclusive",,,,
Hispanic,9314.0,5355.0,4013.0,43.1,,,San Diego,NoSharexEth,Ethnicity or Race: Consumers with No Purchase of Services ,"For age 3 years to 21 years, inclusive",,,,
"Native Hawaiian or Other
Pacific Islander",61.0,26.0,35.0,57.4,,,San Diego,NoSharexEth,Ethnicity or Race: Consumers with No Purchase of Services ,"For age 3 years to 21 years, inclusive",,,,
"Other Ethnicity or
Race/Multi-Cultural",4595.0,2605.0,2033.0,44.2,,,San Diego,NoSharexEth,Ethnicity or Race: Consumers with No Purchase of Services ,"For age 3 years to 21 years, inclusive",,,,
White,4292.0,2497.0,1832.0,42.7,,,San Diego,NoSharexEth,Ethnicity or Race: Consumers with No Purchase of Services ,"For age 3 years to 21 years, inclusive",,,,
Totals Check,20979.0,12030.0,9113.0,322.4,0.0,0.0,San Diego,NoSharexEth,Ethnicity or Race: Consumers with No Purchase of Services ,"For age 3 years to 21 years, inclusive",,,,
Totals,20979.0,12030.0,9113.0,43.4,,,San Diego,NoSharexEth,Ethnicity or Race: Consumers with No Purchase of Services ,"For age 3 years to 21 years, inclusive",,,,
"American Indian or Alaska
Native",49.0,39.0,,,,,San Diego,NoSharexEth,Ethnicity or Race: Consumers with No Purchase of Services ,For age 22 years and older,,,,
Asian,988.0,770.0,218.0,22.1,,,San Diego,NoSharexEth,Ethnicity or Race: Consumers with No Purchase of Services ,For age 22 years and older,,,,
Black/African American,1060.0,881.0,179.0,16.9,,,San Diego,NoSharexEth,Ethnicity or Race: Consumers with No Purchase of Services ,For age 22 years and older,,,,
Hispanic,4578.0,3657.0,923.0,20.2,,,San Diego,NoSharexEth,Ethnicity or Race: Consumers with No Purchase of Services ,For age 22 years and older,,,,
"Native Hawaiian or Other
Pacific Islander",57.0,45.0,,,,,San Diego,NoSharexEth,Ethnicity or Race: Consumers with No Purchase of Services ,For age 22 years and older,,,,
"Other Ethnicity or
Race/Multi-Cultural",1071.0,841.0,231.0,21.6,,,San Diego,NoSharexEth,Ethnicity or Race: Consumers with No Purchase of Services ,For age 22 years and older,,,,
White,5415.0,4610.0,808.0,14.9,,,San Diego,NoSharexEth,Ethnicity or Race: Consumers with No Purchase of Services ,For age 22 years and older,,,,
Totals Check,13218.0,10843.0,2359.0,95.70000000000002,0.0,0.0,San Diego,NoSharexEth,Ethnicity or Race: Consumers with No Purchase of Services ,For age 22 years and older,,,,
Totals,13218.0,10843.0,2381.0,18.0,,,San Diego,NoSharexEth,Ethnicity or Race: Consumers with No Purchase of Services ,For age 22 years and older,,,,
All other languages,984.0,763.0,225.0,22.9,,,San Diego,NoSharexLang,Language: Consumers with No Purchase of Services ,All Ages,,,,
"Cantonese/Mandarin
Chinese",87.0,69.0,18.0,20.7,,,San Diego,NoSharexLang,Language: Consumers with No Purchase of Services ,All Ages,,,,
English,33790.0,24109.0,9883.0,29.2,,,San Diego,NoSharexLang,Language: Consumers with No Purchase of Services ,All Ages,,,,
Spanish,8016.0,5976.0,2059.0,25.7,,,San Diego,NoSharexLang,Language: Consumers with No Purchase of Services ,All Ages,,,,
Vietnamese,167.0,93.0,79.0,47.3,,,San Diego,NoSharexLang,Language: Consumers with No Purchase of Services ,All Ages,,,,
Totals Check,43044.0,31010.0,12264.0,145.8,0.0,0.0,San Diego,NoSharexLang,Language: Consumers with No Purchase of Services ,All Ages,,,,
Totals,43044.0,31010.0,12264.0,28.5,,,San Diego,NoSharexLang,Language: Consumers with No Purchase of Services ,All Ages,,,,
All other languages,211.0,201.0,,,,,San Diego,NoSharexLang,Language: Consumers with No Purchase of Services ,"For birth to age 2 years, inclusive",,,,
"Cantonese/Mandarin
Chinese",16.0,14.0,,,,,San Diego,NoSharexLang,Language: Consumers with No Purchase of Services ,"For birth to age 2 years, inclusive",,,,
English,6844.0,6310.0,588.0,8.6,,,San Diego,NoSharexLang,Language: Consumers with No Purchase of Services ,"For birth to age 2 years, inclusive",,,,
Spanish,1762.0,1599.0,168.0,9.5,,,San Diego,NoSharexLang,Language: Consumers with No Purchase of Services ,"For birth to age 2 years, inclusive",,,,
Vietnamese,14.0,13.0,,,,,San Diego,NoSharexLang,Language: Consumers with No Purchase of Services ,"For birth to age 2 years, inclusive",,,,
Totals Check,8847.0,8137.0,756.0,18.1,0.0,0.0,San Diego,NoSharexLang,Language: Consumers with No Purchase of Services ,"For birth to age 2 years, inclusive",,,,
Totals,8847.0,8137.0,770.0,8.7,,,San Diego,NoSharexLang,Language: Consumers with No Purchase of Services ,"For birth to age 2 years, inclusive",,,,
All other languages,388.0,249.0,143.0,36.9,,,San Diego,NoSharexLang,Language: Consumers with No Purchase of Services ,"For age 3 years to 21 years, inclusive",,,,
"Cantonese/Mandarin
Chinese",48.0,38.0,,,,,San Diego,NoSharexLang,Language: Consumers with No Purchase of Services ,"For age 3 years to 21 years, inclusive",,,,
English,16516.0,9218.0,7440.0,45.0,,,San Diego,NoSharexLang,Language: Consumers with No Purchase of Services ,"For age 3 years to 21 years, inclusive",,,,
Spanish,3959.0,2489.0,1484.0,37.5,,,San Diego,NoSharexLang,Language: Consumers with No Purchase of Services ,"For age 3 years to 21 years, inclusive",,,,
Vietnamese,68.0,36.0,,,,,San Diego,NoSharexLang,Language: Consumers with No Purchase of Services ,"For age 3 years to 21 years, inclusive",,,,
Totals Check,20979.0,12030.0,9067.0,119.4,0.0,0.0,San Diego,NoSharexLang,Language: Consumers with No Purchase of Services ,"For age 3 years to 21 years, inclusive",,,,
Totals,20979.0,12030.0,9113.0,43.4,,,San Diego,NoSharexLang,Language: Consumers with No Purchase of Services ,"For age 3 years to 21 years, inclusive",,,,
All other languages,385.0,313.0,72.0,18.7,,,San Diego,NoSharexLang,Language: Consumers with No Purchase of Services ,For age 22 years and older,,,,
"Cantonese/Mandarin
Chinese",23.0,17.0,,,,,San Diego,NoSharexLang,Language: Consumers with No Purchase of Services ,For age 22 years and older,,,,
English,10430.0,8581.0,1855.0,17.8,,,San Diego,NoSharexLang,Language: Consumers with No Purchase of Services ,For age 22 years and older,,,,
Spanish,2295.0,1888.0,407.0,17.7,,,San Diego,NoSharexLang,Language: Consumers with No Purchase of Services ,For age 22 years and older,,,,
Vietnamese,85.0,44.0,,,,,San Diego,NoSharexLang,Language: Consumers with No Purchase of Services ,For age 22 years and older,,,,
Totals Check,13218.0,10843.0,2334.0,54.2,0.0,0.0,San Diego,NoSharexLang,Language: Consumers with No Purchase of Services ,For age 22 years and older,,,,
Totals,13218.0,10843.0,2381.0,18.0,,,San Diego,NoSharexLang,Language: Consumers with No Purchase of Services ,For age 22 years and older,,,,
Acute General Hospital,19.0,17.0,,,,,San Diego,NoSharexRes,Residence: Consumers with No Purchase of Services ,All Ages,,,,
CCF,2204.0,2175.0,32.0,1.5,,,San Diego,NoSharexRes,Residence: Consumers with No Purchase of Services ,All Ages,,,,
Correctional Institution,16.0,12.0,,,,,San Diego,NoSharexRes,Residence: Consumers with No Purchase of Services ,All Ages,,,,
"Community Treatment
Facility",15.0,12.0,,,,,San Diego,NoSharexRes,Residence: Consumers with No Purchase of Services ,All Ages,,,,
"Developmental Center/State
Hospital",22.0,20.0,,,,,San Diego,NoSharexRes,Residence: Consumers with No Purchase of Services ,All Ages,,,,
"Family Home, Adults",72.0,71.0,,,,,San Diego,NoSharexRes,Residence: Consumers with No Purchase of Services ,All Ages,,,,
"Foster Home, Children",508.0,439.0,71.0,14.0,,,San Diego,NoSharexRes,Residence: Consumers with No Purchase of Services ,All Ages,,,,
Hospice,,,,40.0,,,San Diego,NoSharexRes,Residence: Consumers with No Purchase of Services ,All Ages,,,,
ICF Facility,592.0,580.0,12.0,2.0,,,San Diego,NoSharexRes,Residence: Consumers with No Purchase of Services ,All Ages,,,,
"Independent Living or
Supported Living",2101.0,1961.0,140.0,6.7,,,San Diego,NoSharexRes,Residence: Consumers with No Purchase of Services ,All Ages,,,,
Out-of-state,,,13.0,61.9,,,San Diego,NoSharexRes,Residence: Consumers with No Purchase of Services ,All Ages,,,,
Other,60.0,42.0,18.0,30.0,,,San Diego,NoSharexRes,Residence: Consumers with No Purchase of Services ,All Ages,,,,
Home of Parent or Guardian,37123.0,25481.0,11867.0,32.0,,,San Diego,NoSharexRes,Residence: Consumers with No Purchase of Services ,All Ages,,,,
Psychiatric Treatment Facility,,,,10.0,,,San Diego,NoSharexRes,Residence: Consumers with No Purchase of Services ,All Ages,,,,
Rehabilitation Center,,,,66.7,,,San Diego,NoSharexRes,Residence: Consumers with No Purchase of Services ,All Ages,,,,
Skilled Nursing Facility (SNF),150.0,99.0,51.0,34.0,,,San Diego,NoSharexRes,Residence: Consumers with No Purchase of Services ,All Ages,,,,
Sub-Acute,16.0,,,43.8,,,San Diego,NoSharexRes,Residence: Consumers with No Purchase of Services ,All Ages,,,,
Transient/Homeless,103.0,69.0,34.0,33.0,,,San Diego,NoSharexRes,Residence: Consumers with No Purchase of Services ,All Ages,,,,
Totals Check,43001.0,30978.0,12238.0,375.6,0.0,0.0,San Diego,NoSharexRes,Residence: Consumers with No Purchase of Services ,All Ages,,,,
Totals,43044.0,31010.0,12264.0,28.5,,,San Diego,NoSharexRes,Residence: Consumers with No Purchase of Services ,All Ages,,,,
Acute General Hospital,0.0,0.0,0.0,0.0,,,San Diego,NoSharexRes,Residence: Consumers with No Purchase of Services ,"For birth to age 2 years, inclusive",,,,
CCF,,0.0,,,,,San Diego,NoSharexRes,Residence: Consumers with No Purchase of Services ,"For birth to age 2 years, inclusive",,,,
Correctional Institution,0.0,0.0,0.0,0.0,,,San Diego,NoSharexRes,Residence: Consumers with No Purchase of Services ,"For birth to age 2 years, inclusive",,,,
"Community Treatment
Facility",0.0,0.0,0.0,0.0,,,San Diego,NoSharexRes,Residence: Consumers with No Purchase of Services ,"For birth to age 2 years, inclusive",,,,
"Developmental Center/State
Hospital",0.0,0.0,0.0,0.0,,,San Diego,NoSharexRes,Residence: Consumers with No Purchase of Services ,"For birth to age 2 years, inclusive",,,,
"Family Home, Adults",0.0,0.0,0.0,0.0,,,San Diego,NoSharexRes,Residence: Consumers with No Purchase of Services ,"For birth to age 2 years, inclusive",,,,
"Foster Home, Children",350.0,332.0,19.0,5.4,,,San Diego,NoSharexRes,Residence: Consumers with No Purchase of Services ,"For birth to age 2 years, inclusive",,,,
Hospice,0.0,0.0,0.0,0.0,,,San Diego,NoSharexRes,Residence: Consumers with No Purchase of Services ,"For birth to age 2 years, inclusive",,,,
ICF Facility,,,,50.0,,,San Diego,NoSharexRes,Residence: Consumers with No Purchase of Services ,"For birth to age 2 years, inclusive",,,,
"Independent Living or
Supported Living",0.0,0.0,0.0,0.0,,,San Diego,NoSharexRes,Residence: Consumers with No Purchase of Services ,"For birth to age 2 years, inclusive",,,,
Out-of-state,0.0,0.0,0.0,0.0,,,San Diego,NoSharexRes,Residence: Consumers with No Purchase of Services ,"For birth to age 2 years, inclusive",,,,
Other,0.0,0.0,0.0,0.0,,,San Diego,NoSharexRes,Residence: Consumers with No Purchase of Services ,"For birth to age 2 years, inclusive",,,,
Home of Parent or Guardian,8491.0,7803.0,747.0,8.8,,,San Diego,NoSharexRes,Residence: Consumers with No Purchase of Services ,"For birth to age 2 years, inclusive",,,,
Psychiatric Treatment Facility,0.0,0.0,0.0,0.0,,,San Diego,NoSharexRes,Residence: Consumers with No Purchase of Services ,"For birth to age 2 years, inclusive",,,,
Rehabilitation Center,0.0,0.0,0.0,0.0,,,San Diego,NoSharexRes,Residence: Consumers with No Purchase of Services ,"For birth to age 2 years, inclusive",,,,
Skilled Nursing Facility (SNF),,0.0,,,,,San Diego,NoSharexRes,Residence: Consumers with No Purchase of Services ,"For birth to age 2 years, inclusive",,,,
Sub-Acute,0.0,0.0,0.0,0.0,,,San Diego,NoSharexRes,Residence: Consumers with No Purchase of Services ,"For birth to age 2 years, inclusive",,,,
Transient/Homeless,,,0.0,0.0,,,San Diego,NoSharexRes,Residence: Consumers with No Purchase of Services ,"For birth to age 2 years, inclusive",,,,
Totals Check,8841.0,8135.0,766.0,64.2,0.0,0.0,San Diego,NoSharexRes,Residence: Consumers with No Purchase of Services ,"For birth to age 2 years, inclusive",,,,
Totals,8847.0,8137.0,770.0,8.7,,,San Diego,NoSharexRes,Residence: Consumers with No Purchase of Services ,"For birth to age 2 years, inclusive",,,,
Acute General Hospital,,,0.0,0.0,,,San Diego,NoSharexRes,Residence: Consumers with No Purchase of Services ,"For age 3 years to 21 years, inclusive",,,,
CCF,145.0,133.0,12.0,8.3,,,San Diego,NoSharexRes,Residence: Consumers with No Purchase of Services ,"For age 3 years to 21 years, inclusive",,,,
Correctional Institution,,,,33.3,,,San Diego,NoSharexRes,Residence: Consumers with No Purchase of Services ,"For age 3 years to 21 years, inclusive",,,,
"Community Treatment
Facility",,,,40.0,,,San Diego,NoSharexRes,Residence: Consumers with No Purchase of Services ,"For age 3 years to 21 years, inclusive",,,,
"Developmental Center/State
Hospital",,,,33.3,,,San Diego,NoSharexRes,Residence: Consumers with No Purchase of Services ,"For age 3 years to 21 years, inclusive",,,,
"Family Home, Adults",,,0.0,0.0,,,San Diego,NoSharexRes,Residence: Consumers with No Purchase of Services ,"For age 3 years to 21 years, inclusive",,,,
"Foster Home, Children",154.0,107.0,48.0,31.2,,,San Diego,NoSharexRes,Residence: Consumers with No Purchase of Services ,"For age 3 years to 21 years, inclusive",,,,
Hospice,0.0,0.0,0.0,0.0,,,San Diego,NoSharexRes,Residence: Consumers with No Purchase of Services ,"For age 3 years to 21 years, inclusive",,,,
ICF Facility,11.0,,,27.3,,,San Diego,NoSharexRes,Residence: Consumers with No Purchase of Services ,"For age 3 years to 21 years, inclusive",,,,
"Independent Living or
Supported Living",27.0,19.0,,,,,San Diego,NoSharexRes,Residence: Consumers with No Purchase of Services ,"For age 3 years to 21 years, inclusive",,,,
Out-of-state,,,11.0,64.7,,,San Diego,NoSharexRes,Residence: Consumers with No Purchase of Services ,"For age 3 years to 21 years, inclusive",,,,
Other,27.0,18.0,,,,,San Diego,NoSharexRes,Residence: Consumers with No Purchase of Services ,"For age 3 years to 21 years, inclusive",,,,
Home of Parent or Guardian,20548.0,11711.0,9000.0,43.8,,,San Diego,NoSharexRes,Residence: Consumers with No Purchase of Services ,"For age 3 years to 21 years, inclusive",,,,
Psychiatric Treatment Facility,0.0,0.0,0.0,0.0,,,San Diego,NoSharexRes,Residence: Consumers with No Purchase of Services ,"For age 3 years to 21 years, inclusive",,,,
Rehabilitation Center,0.0,0.0,0.0,0.0,,,San Diego,NoSharexRes,Residence: Consumers with No Purchase of Services ,"For age 3 years to 21 years, inclusive",,,,
Skilled Nursing Facility (SNF),,,,85.7,,,San Diego,NoSharexRes,Residence: Consumers with No Purchase of Services ,"For age 3 years to 21 years, inclusive",,,,
Sub-Acute,,,,50.0,,,San Diego,NoSharexRes,Residence: Consumers with No Purchase of Services ,"For age 3 years to 21 years, inclusive",,,,
Transient/Homeless,23.0,14.0,,,,,San Diego,NoSharexRes,Residence: Consumers with No Purchase of Services ,"For age 3 years to 21 years, inclusive",,,,
Totals Check,20935.0,12002.0,9071.0,417.6,0.0,0.0,San Diego,NoSharexRes,Residence: Consumers with No Purchase of Services ,"For age 3 years to 21 years, inclusive",,,,
Totals,20979.0,12030.0,9113.0,43.4,,,San Diego,NoSharexRes,Residence: Consumers with No Purchase of Services ,"For age 3 years to 21 years, inclusive",,,,
Acute General Hospital,18.0,16.0,,,,,San Diego,NoSharexRes,Residence: Consumers with No Purchase of Services ,For age 22 years and older,,,,
CCF,2057.0,2042.0,18.0,0.9,,,San Diego,NoSharexRes,Residence: Consumers with No Purchase of Services ,For age 22 years and older,,,,
Correctional Institution,13.0,,,23.1,,,San Diego,NoSharexRes,Residence: Consumers with No Purchase of Services ,For age 22 years and older,,,,
"Community Treatment
Facility",,,,10.0,,,San Diego,NoSharexRes,Residence: Consumers with No Purchase of Services ,For age 22 years and older,,,,
